hh_id;order_id;pasta_price;voucher;customer_age;yearly_income;area_code
1044;15;1,16;0;56;85241;1
1044;16;0,93;2;56;85241;1
1044;17;0,48;0;56;85241;1
1044;18;1,95;0;56;85241;1
1044;19;1,33;0;56;85241;1
1044;20;1,27;0;56;85241;1
1093;1;0,27;0;19;84658;2
1093;2;1,52;0;19;84658;2
1093;3;2,66;0;19;84658;2
1093;4;3,46;2;19;84658;2
1093;5;2,06;0;19;84658;2
1093;6;3,47;1;19;84658;2
1093;7;0,88;0;19;84658;2
1093;8;0,00;0;19;84658;2
1093;9;2,42;2;19;84658;2
1093;10;3,02;0;19;84658;2
1093;11;1,19;0;19;84658;2
1093;12;1,10;0;19;84658;2
1093;13;3,19;0;19;84658;2
1093;14;2,19;1;19;84658;2
1093;15;3,28;0;19;84658;2
1093;16;3,07;2;19;84658;2
1093;17;1,86;0;19;84658;2
1093;18;2,78;1;19;84658;2
1093;19;2,13;0;19;84658;2
1093;20;0,60;0;19;84658;2
889;1;1,48;0;27;84479;2
889;2;2,97;0;27;84479;2
889;3;3,22;1;27;84479;2
889;4;1,13;0;27;84479;2
889;5;1,67;1;27;84479;2
889;6;2,35;0;27;84479;2
889;7;1,93;0;27;84479;2
889;8;2,40;0;27;84479;2
889;9;1,22;0;27;84479;2
889;10;0,21;0;27;84479;2
889;11;2,24;1;27;84479;2
889;12;3,11;2;27;84479;2
889;13;2,01;0;27;84479;2
889;14;2,47;0;27;84479;2
889;15;2,65;0;27;84479;2
889;16;2,45;1;27;84479;2
889;17;2,68;0;27;84479;2
889;18;1,91;0;27;84479;2
889;19;1,77;0;27;84479;2
889;20;1,85;0;27;84479;2
1963;1;1,83;0;50;81786;3
1963;2;3,62;0;50;81786;3
1963;3;2,51;2;50;81786;3
1963;4;1,38;0;50;81786;3
1963;5;2,25;0;50;81786;3
1963;6;3,80;0;50;81786;3
1963;7;0,86;0;50;81786;3
1963;8;3,38;3;50;81786;3
1963;9;2,82;1;50;81786;3
1963;10;0,98;0;50;81786;3
1963;11;1,36;1;50;81786;3
1963;12;0,00;0;50;81786;3
1963;13;4,71;3;50;81786;3
1963;14;0,78;0;50;81786;3
1963;15;0,84;0;50;81786;3
1963;16;2,14;0;50;81786;3
1963;17;5,20;3;50;81786;3
1963;18;0,49;0;50;81786;3
1963;19;2,06;0;50;81786;3
1963;20;1,38;0;50;81786;3
843;1;2,94;1;56;80748;3
843;2;1,41;0;56;80748;3
843;3;0,00;0;56;80748;3
843;4;1,91;0;56;80748;3
843;5;3,71;1;56;80748;3
843;6;1,47;2;56;80748;3
843;7;2,50;1;56;80748;3
843;8;1,22;0;56;80748;3
843;9;3,00;1;56;80748;3
843;10;1,28;1;56;80748;3
843;11;0,00;0;56;80748;3
843;12;2,26;1;56;80748;3
843;13;2,99;2;56;80748;3
843;14;2,04;1;56;80748;3
843;15;0,97;1;56;80748;3
843;16;1,23;1;56;80748;3
843;17;3,51;1;56;80748;3
843;18;1,08;0;56;80748;3
843;19;2,52;1;56;80748;3
843;20;2,80;2;56;80748;3
1622;1;0,90;1;35;80609;2
1622;2;2,10;2;35;80609;2
1622;3;1,18;1;35;80609;2
1622;4;1,37;0;35;80609;2
1622;5;1,78;1;35;80609;2
1622;6;3,13;0;35;80609;2
1622;7;1,60;0;35;80609;2
1622;8;0,73;1;35;80609;2
1622;9;2,75;1;35;80609;2
1622;10;2,09;1;35;80609;2
1622;11;1,51;2;35;80609;2
1622;12;2,65;1;35;80609;2
1622;13;1,29;1;35;80609;2
1622;14;0,03;1;35;80609;2
1622;15;2,74;1;35;80609;2
1622;16;1,60;0;35;80609;2
1622;17;2,71;2;35;80609;2
1622;18;2,28;1;35;80609;2
1622;19;2,89;1;35;80609;2
1622;20;0,46;0;35;80609;2
1300;1;1,44;2;49;80102;4
1300;2;1,96;1;49;80102;4
1300;3;0,83;0;49;80102;4
1300;4;1,91;1;49;80102;4
1300;5;0,49;0;49;80102;4
1300;6;3,96;0;49;80102;4
1300;7;0,47;0;49;80102;4
1300;8;2,89;1;49;80102;4
1300;9;1,01;1;49;80102;4
1300;10;1,94;3;49;80102;4
1300;11;2,14;0;49;80102;4
1300;12;2,17;0;49;80102;4
1300;13;0,28;0;49;80102;4
1300;14;2,77;0;49;80102;4
1300;15;1,71;0;49;80102;4
1300;16;2,88;1;49;80102;4
1300;17;0,57;0;49;80102;4
1300;18;0,36;0;49;80102;4
1300;19;2,30;0;49;80102;4
1300;20;3,15;0;49;80102;4
1580;1;0,55;0;56;79600;1
1580;2;0,00;0;56;79600;1
1580;3;2,03;1;56;79600;1
1580;4;0,85;1;56;79600;1
1580;5;3,48;2;56;79600;1
1580;6;1,57;0;56;79600;1
1580;7;2,91;0;56;79600;1
1580;8;1,04;0;56;79600;1
1580;9;0,85;0;56;79600;1
1580;10;2,43;0;56;79600;1
1580;11;2,66;1;56;79600;1
1580;12;1,31;1;56;79600;1
1580;13;0,55;0;56;79600;1
1580;14;1,94;3;56;79600;1
1580;15;0,58;1;56;79600;1
1580;16;1,55;1;56;79600;1
1580;17;0,79;0;56;79600;1
1580;18;1,64;0;56;79600;1
1580;19;1,77;1;56;79600;1
1580;20;1,35;0;56;79600;1
1417;1;0,43;0;56;78812;2
1417;2;1,19;0;56;78812;2
1417;3;2,10;2;56;78812;2
1417;4;0,37;0;56;78812;2
1417;5;1,46;1;56;78812;2
1417;6;2,58;0;56;78812;2
1417;7;0,74;0;56;78812;2
1417;8;0,77;0;56;78812;2
1417;9;1,19;0;56;78812;2
1417;10;3,09;0;56;78812;2
1417;11;0,00;0;56;78812;2
1417;12;2,13;1;56;78812;2
1417;13;0,00;0;56;78812;2
1417;14;1,54;1;56;78812;2
1417;15;1,22;0;56;78812;2
1417;16;3,54;3;56;78812;2
1417;17;1,66;0;56;78812;2
1417;18;4,26;1;56;78812;2
1417;19;1,04;0;56;78812;2
1417;20;2,11;1;56;78812;2
248;1;1,01;1;61;77160;1
248;2;2,47;0;61;77160;1
248;3;1,66;0;61;77160;1
248;4;1,62;1;61;77160;1
248;5;2,43;1;61;77160;1
248;6;2,09;0;61;77160;1
248;7;2,27;0;61;77160;1
248;8;0,00;0;61;77160;1
248;9;2,25;0;61;77160;1
248;10;2,74;1;61;77160;1
248;11;0,63;0;61;77160;1
248;12;1,85;1;61;77160;1
248;13;0,00;0;61;77160;1
248;14;0,00;0;61;77160;1
248;15;0,35;1;61;77160;1
248;16;2,39;0;61;77160;1
248;17;1,65;0;61;77160;1
248;18;3,58;1;61;77160;1
248;19;0,77;1;61;77160;1
248;20;0,37;0;61;77160;1
7;1;2,43;1;31;77139;1
7;2;0,39;0;31;77139;1
7;3;1,62;0;31;77139;1
7;4;1,96;1;31;77139;1
7;5;3,31;1;31;77139;1
7;6;1,93;0;31;77139;1
7;7;2,99;1;31;77139;1
7;8;2,33;0;31;77139;1
7;9;0,14;0;31;77139;1
7;10;2,68;1;31;77139;1
7;11;1,85;0;31;77139;1
7;12;0,43;0;31;77139;1
7;13;2,17;1;31;77139;1
7;14;1,09;0;31;77139;1
7;15;3,07;0;31;77139;1
7;16;4,81;3;31;77139;1
7;17;3,57;1;31;77139;1
7;18;3,22;1;31;77139;1
7;19;2,47;0;31;77139;1
7;20;2,82;0;31;77139;1
943;1;2,25;0;37;76118;3
943;2;2,58;1;37;76118;3
943;3;1,59;0;37;76118;3
943;4;0,98;0;37;76118;3
943;5;2,77;3;37;76118;3
943;6;1,02;1;37;76118;3
943;7;3,64;3;37;76118;3
943;8;1,71;1;37;76118;3
943;9;2,56;1;37;76118;3
943;10;4,57;2;37;76118;3
943;11;1,79;1;37;76118;3
943;12;0,21;0;37;76118;3
943;13;1,53;0;37;76118;3
943;14;1,71;0;37;76118;3
943;15;1,47;0;37;76118;3
943;16;1,48;0;37;76118;3
943;17;2,63;0;37;76118;3
943;18;2,38;0;37;76118;3
943;19;2,16;0;37;76118;3
943;20;2,30;0;37;76118;3
844;1;0,95;0;25;75998;4
844;2;0,00;0;25;75998;4
844;3;2,33;1;25;75998;4
844;4;3,25;0;25;75998;4
844;5;2,16;0;25;75998;4
844;6;1,81;0;25;75998;4
844;7;2,22;0;25;75998;4
844;8;1,95;0;25;75998;4
844;9;2,86;0;25;75998;4
844;10;3,88;1;25;75998;4
844;11;1,01;1;25;75998;4
844;12;3,74;1;25;75998;4
844;13;3,49;1;25;75998;4
844;14;2,15;1;25;75998;4
844;15;2,81;2;25;75998;4
844;16;3,43;0;25;75998;4
844;17;2,70;1;25;75998;4
844;18;0,67;0;25;75998;4
844;19;2,09;1;25;75998;4
844;20;2,79;2;25;75998;4
1911;1;3,45;1;64;75740;1
1911;2;1,83;0;64;75740;1
1911;3;1,51;1;64;75740;1
1911;4;2,15;2;64;75740;1
1911;5;0,00;0;64;75740;1
1911;6;2,03;0;64;75740;1
1911;7;0,89;0;64;75740;1
1911;8;1,56;1;64;75740;1
1911;9;0,20;1;64;75740;1
1911;10;1,58;0;64;75740;1
1911;11;1,56;0;64;75740;1
1911;12;0,92;1;64;75740;1
1911;13;0,95;0;64;75740;1
1911;14;1,25;1;64;75740;1
1911;15;2,61;3;64;75740;1
1911;16;0,38;0;64;75740;1
1911;17;2,17;0;64;75740;1
1911;18;0,00;1;64;75740;1
1911;19;3,23;0;64;75740;1
1911;20;2,28;0;64;75740;1
49;1;3,36;1;35;75355;5
49;2;0,07;0;35;75355;5
49;3;0,89;0;35;75355;5
49;4;2,35;1;35;75355;5
49;5;0,00;1;35;75355;5
49;6;3,17;1;35;75355;5
49;7;1,33;0;35;75355;5
49;8;1,81;1;35;75355;5
49;9;1,58;0;35;75355;5
49;10;1,92;0;35;75355;5
49;11;2,44;1;35;75355;5
49;12;2,00;2;35;75355;5
49;13;2,17;1;35;75355;5
49;14;2,38;1;35;75355;5
49;15;1,06;0;35;75355;5
49;16;1,23;0;35;75355;5
49;17;2,31;1;35;75355;5
49;18;3,59;0;35;75355;5
49;19;0,57;0;35;75355;5
49;20;1,07;0;35;75355;5
1248;1;2,72;1;42;74236;1
1248;2;0,69;0;42;74236;1
1248;3;2,31;0;42;74236;1
1248;4;0,91;1;42;74236;1
1248;5;2,26;0;42;74236;1
1248;6;2,59;1;42;74236;1
1248;7;2,29;1;42;74236;1
1248;8;2,35;0;42;74236;1
1248;9;1,34;0;42;74236;1
1248;10;0,67;0;42;74236;1
1248;11;2,43;1;42;74236;1
1248;12;1,58;3;42;74236;1
1248;13;2,53;0;42;74236;1
1248;14;0,00;0;42;74236;1
1248;15;1,44;0;42;74236;1
1248;16;1,38;0;42;74236;1
1248;17;2,62;1;42;74236;1
1248;18;1,67;0;42;74236;1
1248;19;0,88;0;42;74236;1
1248;20;1,87;1;42;74236;1
841;1;1,49;2;49;74046;1
841;2;0,39;0;49;74046;1
841;3;2,79;0;49;74046;1
841;4;2,31;0;49;74046;1
841;5;2,61;1;49;74046;1
841;6;2,24;0;49;74046;1
841;7;2,92;2;49;74046;1
841;8;1,96;0;49;74046;1
841;9;1,33;0;49;74046;1
841;10;0,63;0;49;74046;1
841;11;1,33;1;49;74046;1
841;12;0,00;1;49;74046;1
841;13;1,44;2;49;74046;1
841;14;1,20;1;49;74046;1
841;15;3,11;0;49;74046;1
841;16;1,13;1;49;74046;1
841;17;0,00;0;49;74046;1
841;18;2,50;1;49;74046;1
841;19;3,45;0;49;74046;1
841;20;1,28;0;49;74046;1
40;1;1,67;0;64;72900;5
40;2;1,76;0;64;72900;5
40;3;3,08;4;64;72900;5
40;4;0,90;0;64;72900;5
40;5;0,92;4;64;72900;5
40;6;4,64;2;64;72900;5
40;7;1,57;1;64;72900;5
40;8;4,65;3;64;72900;5
40;9;0,38;0;64;72900;5
40;10;1,21;0;64;72900;5
40;11;1,42;1;64;72900;5
40;12;0,36;0;64;72900;5
40;13;0,67;1;64;72900;5
40;14;1,12;1;64;72900;5
40;15;1,80;0;64;72900;5
40;16;3,32;1;64;72900;5
40;17;0,64;1;64;72900;5
40;18;2,57;1;64;72900;5
40;19;2,65;0;64;72900;5
40;20;1,11;1;64;72900;5
1216;1;0,90;0;62;72309;3
1216;2;0,02;0;62;72309;3
1216;3;2,61;1;62;72309;3
1216;4;1,96;0;62;72309;3
1216;5;1,92;0;62;72309;3
1216;6;2,98;0;62;72309;3
1216;7;1,63;1;62;72309;3
1216;8;1,26;0;62;72309;3
1216;9;2,07;0;62;72309;3
1216;10;1,51;0;62;72309;3
1216;11;1,24;0;62;72309;3
1216;12;3,93;0;62;72309;3
1216;13;1,09;0;62;72309;3
1216;14;1,53;0;62;72309;3
1216;15;1,92;0;62;72309;3
1216;16;3,31;0;62;72309;3
1216;17;1,37;1;62;72309;3
1216;18;3,25;0;62;72309;3
1216;19;1,87;0;62;72309;3
1216;20;1,19;0;62;72309;3
1413;1;4,23;1;37;72253;4
1413;2;4,01;0;37;72253;4
1413;3;1,12;1;37;72253;4
1413;4;1,06;1;37;72253;4
1413;5;2,58;1;37;72253;4
1413;6;0,23;0;37;72253;4
1413;7;1,10;0;37;72253;4
1413;8;2,21;1;37;72253;4
1413;9;0,37;0;37;72253;4
1413;10;2,94;2;37;72253;4
1413;11;2,29;1;37;72253;4
1413;12;3,06;0;37;72253;4
1413;13;2,56;0;37;72253;4
1413;14;1,84;0;37;72253;4
1413;15;1,94;2;37;72253;4
1413;16;1,77;1;37;72253;4
1413;17;2,80;1;37;72253;4
1413;18;2,62;0;37;72253;4
1413;19;0,55;0;37;72253;4
1413;20;2,84;0;37;72253;4
571;1;1,54;0;65;71426;1
571;2;2,64;0;65;71426;1
571;3;1,15;1;65;71426;1
571;4;0,47;0;65;71426;1
571;5;1,24;0;65;71426;1
571;6;2,41;2;65;71426;1
571;7;2,91;1;65;71426;1
571;8;0,00;0;65;71426;1
571;9;2,46;1;65;71426;1
571;10;2,58;1;65;71426;1
571;11;1,67;0;65;71426;1
571;12;2,08;0;65;71426;1
571;13;1,04;1;65;71426;1
571;14;0,88;0;65;71426;1
571;15;2,11;0;65;71426;1
571;16;2,19;1;65;71426;1
571;17;4,10;1;65;71426;1
571;18;2,64;0;65;71426;1
571;19;2,08;0;65;71426;1
571;20;0,32;0;65;71426;1
563;1;0,00;0;61;71369;4
563;2;2,62;0;61;71369;4
563;3;1,75;0;61;71369;4
563;4;2,29;2;61;71369;4
563;5;1,70;0;61;71369;4
563;6;2,03;1;61;71369;4
563;7;2,53;1;61;71369;4
563;8;1,15;0;61;71369;4
563;9;1,98;2;61;71369;4
563;10;3,06;1;61;71369;4
563;11;0,00;0;61;71369;4
563;12;3,84;1;61;71369;4
563;13;0,11;0;61;71369;4
563;14;1,95;1;61;71369;4
563;15;0,34;0;61;71369;4
563;16;1,91;0;61;71369;4
563;17;1,32;0;61;71369;4
563;18;2,62;0;61;71369;4
563;19;0,60;0;61;71369;4
563;20;2,05;0;61;71369;4
1745;1;2,39;0;44;71299;4
1745;2;0,60;0;44;71299;4
1745;3;0,00;0;44;71299;4
1745;4;2,55;1;44;71299;4
1745;5;0,67;0;44;71299;4
1745;6;0,00;1;44;71299;4
1745;7;2,40;0;44;71299;4
1745;8;0,00;0;44;71299;4
1745;9;1,74;0;44;71299;4
1745;10;1,36;1;44;71299;4
1745;11;3,14;1;44;71299;4
1745;12;0,00;0;44;71299;4
1745;13;1,17;0;44;71299;4
1745;14;3,62;0;44;71299;4
1745;15;2,27;0;44;71299;4
1745;16;2,55;0;44;71299;4
1745;17;0,00;0;44;71299;4
1745;18;1,63;0;44;71299;4
1745;19;2,10;1;44;71299;4
1745;20;1,06;1;44;71299;4
820;1;3,28;0;47;70408;3
820;2;1,81;0;47;70408;3
820;3;2,21;1;47;70408;3
820;4;2,73;2;47;70408;3
820;5;0,87;0;47;70408;3
820;6;2,23;1;47;70408;3
820;7;1,96;0;47;70408;3
820;8;1,36;0;47;70408;3
820;9;0,63;0;47;70408;3
820;10;1,10;1;47;70408;3
820;11;1,69;0;47;70408;3
820;12;3,41;1;47;70408;3
820;13;2,34;2;47;70408;3
820;14;0,00;0;47;70408;3
820;15;1,48;1;47;70408;3
820;16;2,00;0;47;70408;3
820;17;1,80;2;47;70408;3
820;18;1,54;0;47;70408;3
820;19;2,72;0;47;70408;3
820;20;2,59;0;47;70408;3
27;1;3,29;1;23;70052;3
27;2;1,12;0;23;70052;3
27;3;1,59;0;23;70052;3
27;4;1,72;0;23;70052;3
27;5;1,83;0;23;70052;3
27;6;2,35;0;23;70052;3
27;7;1,74;0;23;70052;3
27;8;1,62;0;23;70052;3
27;9;0,20;0;23;70052;3
27;10;2,20;0;23;70052;3
27;11;4,06;3;23;70052;3
27;12;1,10;2;23;70052;3
27;13;2,87;1;23;70052;3
27;14;2,02;0;23;70052;3
27;15;2,39;2;23;70052;3
27;16;2,75;0;23;70052;3
27;17;3,23;1;23;70052;3
27;18;1,10;0;23;70052;3
27;19;1,75;0;23;70052;3
27;20;1,77;2;23;70052;3
1386;1;1,82;1;18;69961;2
1386;2;0,00;0;18;69961;2
1386;3;2,79;0;18;69961;2
1386;4;2,39;1;18;69961;2
1386;5;1,29;0;18;69961;2
1386;6;1,80;1;18;69961;2
1386;7;3,95;0;18;69961;2
1386;8;3,33;1;18;69961;2
1386;9;2,76;0;18;69961;2
1386;10;2,93;1;18;69961;2
1386;11;2,71;0;18;69961;2
1386;12;1,03;0;18;69961;2
1386;13;2,05;1;18;69961;2
1386;14;3,67;2;18;69961;2
1386;15;1,87;0;18;69961;2
1386;16;2,15;0;18;69961;2
1386;17;0,96;0;18;69961;2
1386;18;1,86;0;18;69961;2
1386;19;0,49;0;18;69961;2
1386;20;1,76;0;18;69961;2
953;1;2,53;0;54;69788;1
953;2;2,22;2;54;69788;1
953;3;3,34;1;54;69788;1
953;4;1,88;2;54;69788;1
953;5;0,30;1;54;69788;1
953;6;1,52;0;54;69788;1
953;7;1,65;2;54;69788;1
953;8;0,50;0;54;69788;1
953;9;0,83;0;54;69788;1
953;10;0,00;0;54;69788;1
953;11;0,90;0;54;69788;1
953;12;0,33;0;54;69788;1
953;13;3,04;1;54;69788;1
953;14;2,21;0;54;69788;1
953;15;1,74;0;54;69788;1
953;16;2,46;2;54;69788;1
953;17;1,30;0;54;69788;1
953;18;2,72;1;54;69788;1
953;19;2,89;1;54;69788;1
953;20;3,53;1;54;69788;1
502;1;2,49;1;30;69746;2
502;2;3,43;1;30;69746;2
502;3;3,07;1;30;69746;2
502;4;2,50;1;30;69746;2
502;5;1,14;1;30;69746;2
502;6;1,72;0;30;69746;2
502;7;1,46;0;30;69746;2
502;8;1,40;0;30;69746;2
502;9;2,15;2;30;69746;2
502;10;3,08;0;30;69746;2
502;11;0,71;0;30;69746;2
502;12;1,83;1;30;69746;2
502;13;1,16;0;30;69746;2
502;14;2,44;1;30;69746;2
502;15;2,40;0;30;69746;2
502;16;2,80;2;30;69746;2
502;17;1,87;0;30;69746;2
502;18;3,24;2;30;69746;2
502;19;0,25;0;30;69746;2
502;20;3,83;1;30;69746;2
759;1;2,07;0;61;69389;4
759;2;3,16;0;61;69389;4
759;3;1,70;0;61;69389;4
759;4;1,97;0;61;69389;4
759;5;1,65;0;61;69389;4
759;6;2,64;0;61;69389;4
759;7;1,36;0;61;69389;4
759;8;0,69;1;61;69389;4
759;9;1,57;1;61;69389;4
759;10;2,26;1;61;69389;4
759;11;0,93;0;61;69389;4
759;12;0,25;0;61;69389;4
759;13;1,51;0;61;69389;4
759;14;1,03;0;61;69389;4
759;15;0,00;0;61;69389;4
759;16;1,96;1;61;69389;4
759;17;3,16;2;61;69389;4
759;18;1,25;0;61;69389;4
759;19;2,39;0;61;69389;4
759;20;2,02;1;61;69389;4
1024;1;2,22;0;22;68947;4
1024;2;2,01;0;22;68947;4
1024;3;2,41;0;22;68947;4
1024;4;0,46;0;22;68947;4
1024;5;1,37;0;22;68947;4
1024;6;2,63;1;22;68947;4
1024;7;1,37;0;22;68947;4
1024;8;2,85;2;22;68947;4
1024;9;0,68;0;22;68947;4
1024;10;2,04;0;22;68947;4
1024;11;1,79;0;22;68947;4
1024;12;0,90;0;22;68947;4
1024;13;1,02;0;22;68947;4
1024;14;1,70;1;22;68947;4
1024;15;1,98;0;22;68947;4
1024;16;2,42;2;22;68947;4
1024;17;2,65;1;22;68947;4
1024;18;1,03;0;22;68947;4
1024;19;0,95;0;22;68947;4
1024;20;3,14;1;22;68947;4
1858;1;1,20;1;36;68885;5
1858;2;2,60;2;36;68885;5
1858;3;2,54;1;36;68885;5
1858;4;0,36;0;36;68885;5
1858;5;3,01;1;36;68885;5
1858;6;0,36;0;36;68885;5
1858;7;0,33;0;36;68885;5
1858;8;0,89;1;36;68885;5
1858;9;2,47;0;36;68885;5
1858;10;3,76;2;36;68885;5
1858;11;1,28;0;36;68885;5
1858;12;0,00;0;36;68885;5
1858;13;1,95;0;36;68885;5
1858;14;0,00;0;36;68885;5
1858;15;1,81;1;36;68885;5
1858;16;1,57;1;36;68885;5
1858;17;0,21;0;36;68885;5
1858;18;0,02;0;36;68885;5
1858;19;2,06;1;36;68885;5
1858;20;2,16;2;36;68885;5
401;1;3,30;0;33;68813;2
401;2;2,93;1;33;68813;2
401;3;1,12;0;33;68813;2
401;4;0,29;0;33;68813;2
401;5;2,71;0;33;68813;2
401;6;1,94;0;33;68813;2
401;7;1,66;0;33;68813;2
401;8;2,36;0;33;68813;2
401;9;2,08;0;33;68813;2
401;10;1,12;0;33;68813;2
401;11;0,48;0;33;68813;2
401;12;1,71;0;33;68813;2
401;13;0,00;0;33;68813;2
401;14;1,90;1;33;68813;2
401;15;1,40;1;33;68813;2
401;16;0,42;1;33;68813;2
401;17;0,85;0;33;68813;2
401;18;1,03;0;33;68813;2
